file;method;flaw
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeBatch_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeQuery_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_executeUpdate_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_execute_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__console_readLine_prepareStatement_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__database_executeBatch_41.java;badSink;CWE89
