file;method;flaw
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_04.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_04.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_04.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_04.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_04.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_05.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_05.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_05.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_05.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_05.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_06.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_06.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_06.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_06.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_06.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_07.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_07.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_07.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_07.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_07.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_08.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_08.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_08.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_08.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_08.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_09.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_09.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_09.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_09.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_09.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_10.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_10.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_10.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_10.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_10.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_11.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_11.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_11.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_11.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_11.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_12.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_12.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_12.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_13.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_13.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_13.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_13.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_13.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_14.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_14.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_14.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_14.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_14.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_15.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_15.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_15.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_15.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_15.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_16.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_16.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_16.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_17.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_17.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_17.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_21.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_21.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_21.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_21.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_22a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_22a.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_22a.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_22b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_31.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_31.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_31.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_41.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_41.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_41.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_42.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_42.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_42.java;badSource;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_42.java;goodB2GSource;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_45.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_45.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_45.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_51a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_51a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_51b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_51b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_52a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_52a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_52c.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_53a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_53a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_53d.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_54a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_54a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_54e.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_54e.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_61a.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_61b.java;badSource;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_61b.java;goodB2GSource;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_66a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_66a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_66b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_67a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_67a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_67b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_68a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_68a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_68b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_71a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_71a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_71b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_72a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_72a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_72b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_73a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_73a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_73b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_74a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_74a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_74b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_74b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75b.java;badSink;CWE502
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75b.java;goodB2GSink;CWE502
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75b.java;goodG2BSink;CWE502
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_75b.java;goodG2BSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_81_bad.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_81_goodG2B.java;action;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_81a.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_execute_81a.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_01.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_01.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_01.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_02.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_02.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_02.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_02.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_02.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_02.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_03.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_03.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_03.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_03.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_03.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_03.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_04.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_04.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_04.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_04.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_04.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_04.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_05.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_05.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_05.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_05.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_05.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_06.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_06.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_06.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_06.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_06.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_06.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_07.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_07.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_07.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_07.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_07.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_08.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_08.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_08.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_08.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_08.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_09.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_09.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_09.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_09.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_09.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_10.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_11.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_12.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_12.java;goodG2B;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_12.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_12.java;goodB2G;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;bad;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;goodB2G1;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_13.java;goodB2G2;CWE311
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_14.java;goodG2B1;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_14.java;goodG2B2;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__connect_tcp_prepareStatement_14.java;bad;CWE311
